name	norad	classification	int_desig	epoch_year	epoch_day	dn_o2	ddn_o6	bstar	set_num	inc	raan	ecc	argp	M	n	rev_num	epoch
ELECTRON KICK STAGE R/B	43851	U	18104C	2022	92.73545989	0.00020352	0	0.00075337	999	85.0294	101.3344	0.0014715	153.6765	206.5231	15.27444707	18319	39:03.7
STF-1	43852	U	18104D	2022	92.52375949	0.00015709	0	0.00062812	999	85.0268	103.0709	0.0013081	185.9804	174.1286	15.24905986	18296	34:12.8
OBJECT E	43853	U	18104E	2022	92.74692384	0.00061319	0	0.001743	999	85.0225	97.7653	0.0015647	142.61	217.6241	15.35795111	18346	55:34.2
OBJECT F	43854	U	18104F	2022	93.01910256	0.00016994	0	0.00061701	999	85.0222	99.486	0.0017408	149.849	210.3761	15.28039242	18326	27:30.5
CHOMPTT	43855	U	18104G	2022	93.07500794	0.00011644	0	0.00044848	999	85.0313	101.3532	0.0017616	149.0393	211.1894	15.26071109	18322	48:00.7
OBJECT H	43856	U	18104H	2022	92.53397507	0.00012897	0	0.00053103	999	85.0271	103.6494	0.0012872	193.9002	166.1888	15.23917378	18291	48:55.4
DAVINCI	43857	U	18104J	2022	92.51324247	0.00043964	0	0.0014156	999	85.0245	100.4316	0.0013732	165.1115	195.054	15.31933759	18321	19:04.1
OBJECT K	43858	U	18104K	2022	92.80272797	0.00010668	0	0.000433	999	85.0264	102.5547	0.0015102	179.72	180.4054	15.243538	18302	15:55.7
OBJECT L	43859	U	18104L	2022	92.76852642	0.00012849	0	0.00052196	999	85.024	102.1243	0.0012795	172.0063	188.1387	15.24371171	18302	26:40.7
GOERGEN	43860	U	18104M	2022	93.0328613	0.00054985	0	0.0015931	999	85.0246	99.1196	0.001204	146.7991	213.4016	15.35269607	18340	47:19.2
AEROCUBE 11-EAGLESCOUT	43861	U	18104N	2022	93.07966984	0.0001389	0	0.00054059	999	85.0368	103.1908	0.0015731	165.4994	194.6704	15.25764809	18315	54:43.5
OBJECT P	43862	U	18104P	2022	92.81613109	0.00012246	0	0.00045987	999	85.0331	102.2957	0.0015966	162.2434	197.9372	15.26938943	18316	35:13.7
GSAT 7A	43864	U	18105A	2022	92.74216927	1.70E-07	0	0	999	0.0275	118.1373	0.0001521	246.5724	156.2626	1.00270993	1206	48:43.4
COSMOS 2533	43867	U	18107A	2022	92.50753847	-4.90E-07	0	0	999	0.0225	123.7235	3.30E-05	326.0784	353.7306	1.00273277	1200	10:51.3
BREEZE-M R/B	43868	U	18107B	2022	93.03817695	-1.65E-06	0	0	999	3.0741	91.6029	0.0685694	267.6322	84.9274	0.90469869	1080	54:58.5
ISS DEB (SEDA-AP)	43870	U	98067PU	2022	92.88954465	0.00069817	0	0.0004844	999	51.6311	261.6198	0.0003177	314.221	45.8528	15.73790954	18699	20:56.7
HONGYUN 1	43871	U	18108A	2022	93.07643626	-2.30E-07	0	3.48E-05	999	99.8856	113.124	0.0011827	214.4163	145.6215	13.50517284	16172	50:04.1
CZ-11 R/B	43872	U	18108B	2022	93.13797828	-4.40E-07	0	7.23E-06	999	100.4228	285.9863	0.0338705	29.5704	332.4148	14.00904623	16775	18:41.3
NAVSTAR 77 (USA 289)	43873	U	18109A	2022	93.02141659	2.70E-07	0	0	999	55.0734	152.8714	0.0018168	195.6119	260.2844	2.00567905	2421	30:50.4
TJS-3	43874	U	18110A	2022	92.91916897	4.80E-07	0	0	999	0.0507	110.3234	0.0003414	254.4447	216.3903	1.00268299	1201	03:36.2
CZ-3C R/B	43875	U	18110B	2022	92.89010508	0.00026142	-1.31E-07	0.0011046	999	27.8657	233.3124	0.7147151	226.8816	45.7515	2.48967717	2863	21:45.1
KANOPUS-V 5	43876	U	18111A	2022	93.25256745	2.75E-05	0	0.000131	999	97.4352	2.9928	0.0001758	82.2003	84.5889	15.19983775	17912	03:41.8
KANOPUS-V 6	43877	U	18111B	2022	93.22332413	2.81E-05	0	0.00013371	999	97.4353	2.9699	0.0001413	86.7803	64.7807	15.19974805	17911	21:35.2
ISAT	43879	U	18111D	2022	92.70264798	5.74E-05	0	0.00049719	999	97.6721	359.6924	0.0011542	206.5575	153.5057	14.97447644	17833	51:48.8
UWE-4	43880	U	18111E	2022	92.71476238	4.82E-05	0	0.00041613	999	97.6741	0.3576	0.0010899	209.1868	150.8747	14.9763622	17836	09:15.5
D-STAR ONE SPARROW	43881	U	18111F	2022	92.73855654	5.90E-05	0	0.00050702	999	97.6738	0.5799	0.0011662	206.2121	153.8512	14.97732152	17837	43:31.3
LEMUR 2 CHRISTINAHOLT	43882	U	18111G	2022	92.6853571	9.63E-05	0	0.00080694	999	97.6765	1.4726	0.0010809	200.9763	159.1017	14.98576044	17841	26:54.9
LEMUR 2 TINYKEV	43883	U	18111H	2022	92.69125529	8.50E-05	0	0.00071191	999	97.6777	1.6416	0.0010402	200.044	160.0375	14.98643099	17842	35:24.5
LEMUR 2 REMY-COLTON	43884	U	18111J	2022	93.20736615	8.88E-05	0	0.00073789	999	97.679	2.541	0.0010867	205.5511	154.5176	14.98930443	17652	58:36.4
LEMUR 2 GUSTAVO	43885	U	18111K	2022	92.74508398	8.08E-05	0	0.00067729	999	97.678	1.8507	0.0010755	202.0437	158.0325	14.98617915	17843	52:55.3
LEMUR 2 ZO	43886	U	18111L	2022	92.74204543	7.80E-05	0	0.0006523	999	97.6789	2.0966	0.0010774	202.5004	157.5747	14.98707464	17844	48:32.7
LEMUR 2 NATALIEMURRAY	43887	U	18111M	2022	92.71374972	7.65E-05	0	0.0006375	999	97.683	2.3282	0.0009661	198.204	161.8839	14.98857166	17845	07:48.0
LEMUR 2 SARAHBETTYBOO	43888	U	18111N	2022	93.21145613	7.92E-05	0	0.00065908	999	97.6807	3.0307	0.0011108	197.8447	162.2388	14.98882131	17853	04:29.8
LEMUR 2 DAISY-HARPER	43889	U	18111P	2022	92.74703332	7.91E-05	0	0.00065786	999	97.6813	2.7409	0.0011117	197.9066	162.1767	14.9892751	17846	55:43.7
GRUS-1A	43890	U	18111Q	2022	93.05765682	7.64E-06	0	7.84E-05	999	97.6461	352.6376	0.0002752	275.7601	84.3332	14.932016	17801	23:01.5
OBJECT R	43891	U	18111R	2022	93.08301091	2.39E-05	0	0.00010128	999	97.1938	338.7278	0.0026268	5.146	130.8125	15.23781365	18159	59:32.1
FLOCK 3K 3	43892	U	18111S	2022	93.19264154	0.00054043	0	0.0015384	999	97.2035	345.9059	0.0016661	343.8767	16.1945	15.35795284	18205	37:24.2
FLOCK 3K 4	43893	U	18111T	2022	93.15410439	0.00072308	0	0.0021598	999	97.2033	345.3999	0.0017861	348.5619	11.5216	15.34175544	18201	41:54.6
FLOCK 3K 1	43894	U	18111U	2022	92.64400721	0.0004702	0	0.0014036	999	97.2031	344.9336	0.0017432	348.2404	11.8429	15.34322995	18194	27:22.2
FLOCK 3K 2	43895	U	18111V	2022	93.20536553	0.00016136	0	0.00048961	999	97.2032	345.4127	0.0018405	345.968	14.1049	15.34011911	18202	55:43.6
FLOCK 3K 6	43896	U	18111W	2022	93.15724113	0.00043038	0	0.0012857	999	97.2039	345.5404	0.0016229	343.4047	16.6664	15.34340504	18202	46:25.6
OBJECT X	43897	U	18111X	2022	93.111594	4.76E-05	0	0.00018831	999	97.1982	341.1349	0.0021803	359.7299	137.5334	15.25667624	18174	40:41.7
OBJECT Y	43898	U	18111Y	2022	93.09934965	5.14E-05	0	0.00020282	999	97.1988	341.1383	0.0021881	0.3836	137.2582	15.25768995	18174	23:03.8
FLOCK 3K 5	43899	U	18111Z	2022	92.67656616	0.00067892	0	0.0020399	999	97.2038	344.9881	0.0016907	344.9493	15.1245	15.34025343	18194	14:15.3
OBJECT AA	43900	U	18111AA	2022	93.12145666	4.85E-05	0	0.00019233	999	97.198	341.1314	0.0021776	0.2718	142.298	15.25635552	18174	54:53.9
FLOCK 3K 8	43901	U	18111AB	2022	92.79153171	0.0005407	0	0.0015813	999	97.2048	345.1802	0.0016065	343.7832	16.2896	15.34957054	18197	59:48.3
FLOCK 3K 7	43902	U	18111AC	2022	92.60006014	0.00069782	0	0.0020973	999	97.204	344.909	0.0016384	345.179	14.897	15.34015783	18193	24:05.2
FLOCK 3K 12	43903	U	18111AD	2022	92.64995639	0.00044801	0	0.0013262	999	97.2041	345.3114	0.0016208	345.1235	14.953	15.34619731	18196	35:56.2
FLOCK 3K 11	43904	U	18111AE	2022	92.66408327	0.00044643	0	0.00132	999	97.2046	345.1557	0.0015332	343.555	16.5194	15.34670577	18195	56:16.8
FLOCK 3K 10	43905	U	18111AF	2022	92.64060658	0.00044341	0	0.0013479	999	97.204	345.0314	0.0016402	343.138	16.9316	15.3377879	18194	22:28.4
FLOCK 3K 9	43906	U	18111AG	2022	93.17296917	0.00017512	0	0.00053954	999	97.203	345.4488	0.0016886	339.3369	20.7189	15.33537117	18202	09:04.5
ZACUBE-2	43907	U	18111AH	2022	93.1688864	6.56E-05	0	0.00025258	999	97.2022	342.1642	0.0020008	352.7633	158.424	15.26500164	18180	03:11.8
LUME-1	43908	U	18111AJ	2022	93.21315985	0.00015769	0	0.00056375	999	97.2015	343.4293	0.0018629	348.2219	11.8583	15.28729452	18189	06:57.0
YUNHAI 2 1	43909	U	18112A	2022	93.12190533	-5.10E-07	0	4.43E-05	999	50.0111	77.367	3.11E-05	237.3401	122.7503	14.27746514	17157	55:32.6
YUNHAI 2 2	43910	U	18112B	2022	93.14940335	-2.40E-07	0	5.53E-05	999	50.0128	140.8036	0.0005184	228.2442	131.8058	14.27747286	17069	35:08.4
YUNHAI 2 3	43911	U	18112C	2022	93.10036361	1.20E-07	0	6.97E-05	999	50.0154	20.4452	8.50E-05	129.4776	230.6239	14.27742582	17236	24:31.4
YUNHAI 2 4	43912	U	18112D	2022	93.14859542	1.20E-07	0	6.97E-05	999	50.0144	320.4771	0.0015709	356.7352	3.3457	14.27742983	16803	33:58.6
YUNHAI 2 5	43913	U	18112E	2022	92.88751258	3.77E-06	0	0.00021662	999	50.0087	201.2475	0.0005238	12.5551	347.5497	14.27743808	16980	18:01.1
HONGYAN 1	43914	U	18112F	2022	93.10199654	-1.38E-06	0	-1.57E-05	999	50.0092	126.3636	0.0006721	258.7574	101.2553	13.43706263	16010	26:52.5
YUNHAI 2 6	43915	U	18112G	2022	92.98282119	4.30E-07	0	8.20E-05	999	50.0129	261.2438	0.0007408	340.1154	19.9476	14.27796671	16891	35:15.8
TJS-3 AKM	43917	U	18110C	2022	92.85753072	-5.10E-07	0	0	999	0.6581	109.0559	0.0006632	9.5596	303.0924	0.98352764	1192	34:50.7
CHINASAT 2D	43920	U	19001A	2022	92.8273133	-3.46E-06	0	0	999	0.0521	67.1073	0.0001161	12.9198	178.9447	1.00274375	3866	51:19.9
IRIDIUM 180	43922	U	19002A	2022	92.90293776	9.40E-07	0	2.64E-05	999	86.3916	275.581	0.0002545	106.6225	253.525	14.3421851	16879	40:13.8
IRIDIUM 176	43923	U	19002B	2022	92.88482157	3.90E-06	0	5.79E-05	999	86.6051	275.6232	0.0002354	87.7539	272.3948	14.72255338	17321	14:08.6
IRIDIUM 168	43924	U	19002C	2022	92.89658364	9.50E-07	0	2.67E-05	999	86.3918	275.6176	0.000232	94.983	265.1631	14.34219265	16877	31:04.8
IRIDIUM 173	43925	U	19002D	2022	93.0234355	9.80E-07	0	2.81E-05	999	86.3915	275.516	0.0002218	95.4427	264.7022	14.34219284	16878	33:44.8
IRIDIUM 169	43926	U	19002E	2022	92.83475123	3.65E-06	0	0.0001129	999	86.4193	307.2237	0.0005246	25.1112	335.034	14.38611386	16934	02:02.5
IRIDIUM 172	43927	U	19002F	2022	92.87756526	1.07E-06	0	3.13E-05	999	86.3915	275.5802	0.0002291	97.7088	262.4368	14.34219262	16876	03:41.6
IRIDIUM 175	43928	U	19002G	2022	93.0145581	3.95E-06	0	5.87E-05	999	86.6053	275.3968	0.0002487	99.6264	260.5234	14.72255125	17322	20:57.8
IRIDIUM 171	43929	U	19002H	2022	92.85852796	1.00E-06	0	2.85E-05	999	86.3924	275.724	0.0002342	94.5408	265.6055	14.34218227	16875	36:16.8
IRIDIUM 170	43930	U	19002J	2022	93.02691604	3.87E-06	0	5.75E-05	999	86.605	275.5692	0.0002504	88.3737	271.7767	14.72247908	17324	38:45.5
IRIDIUM 167	43931	U	19002K	2022	92.78241728	1.00E-06	0	2.86E-05	999	86.3915	275.6289	0.0002472	100.7362	259.4112	14.34217993	16874	46:40.9
RAPIS-1	43932	U	19003A	2022	93.0313994	8.97E-05	0	0.00055551	999	97.1773	107.2969	0.0003338	18.4855	341.6496	15.09974326	17679	45:12.9
ORIGAMISAT-1	43933	U	19003B	2022	93.12132402	0.0039573	0	0.005149	999	97.1409	131.3476	0.0007322	98.3723	261.8363	15.57402392	17853	54:42.4
RISESAT	43934	U	19003C	2022	93.11521466	0.00037167	0	0.0014846	999	97.1433	125.3248	0.0017578	88.4098	356.8077	15.24894987	17814	45:54.5
MICRODRAGON	43935	U	19003D	2022	92.65070972	9.87E-05	0	0.00039903	999	97.1457	126.2139	0.0019057	85.1011	275.2403	15.24765344	17814	37:01.3
EPSILON R/B	43936	U	19003E	2022	92.8710022	9.01E-05	0	0.00035187	999	97.1447	128.1501	0.0024996	81.5423	278.8647	15.25794187	17829	54:14.6
NEXUS	43937	U	19003F	2022	93.07399872	0.00017158	0	0.00061281	999	97.1397	129.4246	0.0023094	66.546	293.8205	15.28648904	17845	46:33.5
ALE-1	43938	U	19003G	2022	92.86116784	0.00063214	0	0.0016925	999	97.1523	133.1957	0.001879	62.8351	297.4808	15.37620998	17859	40:04.9
AOBA VELOX-IV	43940	U	19003J	2022	93.06970465	0.00037095	0	0.0011625	999	97.1382	131.3497	0.0020874	60.2515	300.0801	15.32765596	17856	40:22.5
LINGQUE 1A	43942	U	19005A	2022	92.55313532	0.00206411	0	0.0048441	999	97.5131	201.3239	0.0011467	201.6683	284.9877	15.41177999	17724	16:30.9
JILIN-01-09	43943	U	19005B	2022	93.13652031	4.51E-05	0	0.00025658	999	97.4982	188.8607	0.0013281	218.0017	235.9572	15.13248077	17649	16:35.4
XIAOXIANG 3	43944	U	19005C	2022	93.12752854	0.00013936	0	0.00072427	999	97.4989	190.218	0.0011042	212.5733	243.9551	15.16142508	17657	03:38.5
JILIN-01-10	43946	U	19005E	2022	93.22841736	3.97E-05	0	0.00022616	999	97.4983	188.9968	0.0018455	211.6827	205.9176	15.13229348	17644	28:55.3
KALAMSAT-V2/PSLV	43948	U	19006B	2022	92.87428094	0.00016411	0	0.00035401	999	98.8246	260.8023	0.0004266	159.8906	200.2507	15.44673303	17924	58:57.9
ATLAS 5 CENTAUR DEB	43949	U	14055C	2022	87.57914131	-6.60E-07	0	0	999	21.1553	261.478	0.5035145	318.9067	12.2491	1.95780533	353	53:57.8
ATLAS 5 CENTAUR DEB *	43950	U	14055D	2022	90.00027706	-3.55E-06	0	0	999	22.439	278.8084	0.5164095	302.2467	17.5926	1.95809674	2553	00:23.9
ATLAS 5 CENTAUR DEB	43951	U	14055E	2022	92.11304505	-1.77E-06	0	0	999	21.2182	282.2713	0.4871136	283.2461	28.3271	1.89470365	2476	42:47.1
ATLAS 5 CENTAUR DEB	43952	U	14055F	2022	87.29942686	-6.40E-07	0	0	999	21.1834	260.7129	0.5097563	324.4175	10.2145	1.97508428	2556	11:10.5
ATLAS 5 CENTAUR DEB	43954	U	14055H	2022	91.77100058	-1.81E-06	0	0	999	21.2405	283.901	0.4848548	280.6446	29.9523	1.89363969	2472	30:14.4
ATLAS 5 CENTAUR DEB	43955	U	14055J	2022	92.3351715	-1.67E-06	0	0	999	21.171	267.4034	0.4918056	305.4434	17.7379	1.93304787	2526	02:38.8
ATLAS 5 CENTAUR DEB	43957	U	14055L	2022	91.74979017	-1.84E-06	0	0	999	21.7912	292.7252	0.4849855	272.1332	35.0775	1.89982766	2487	59:41.9
ATLAS 5 CENTAUR DEB	43958	U	14055M	2022	91.51223644	-1.78E-06	0	0	999	21.2298	286.6664	0.4687006	274.0702	35.4041	1.89323611	2478	17:37.2
ATLAS 5 CENTAUR DEB	43959	U	14055N	2022	89.4313819	-2.18E-06	0	0	999	21.0168	288.5783	0.5020981	267.2142	36.6087	1.81433854	2372	21:11.4
ATLAS 5 CENTAUR DEB	43960	U	14055P	2022	88.41236614	-2.20E-06	0	0	999	21.1091	289.1946	0.5004462	266.6967	37.1483	1.81652072	2365	53:48.4
ATLAS 5 CENTAUR DEB	43961	U	14055Q	2022	86.84743652	-1.94E-06	0	0	999	21.1881	290.9194	0.47759	264.7801	40.9663	1.85314164	2410	20:18.5
ATLAS 5 CENTAUR DEB	43962	U	14055R	2022	91.44262009	-1.89E-06	0	0	999	21.2231	277.5318	0.4978937	292.8804	22.7058	1.90735086	2494	37:22.4
ATLAS 5 CENTAUR DEB	43963	U	14055S	2022	92.17096937	-1.80E-06	0	0	999	21.2298	283.7338	0.4940522	281.0235	28.9471	1.87937093	2457	06:11.8
ATLAS 5 CENTAUR DEB	43965	U	14055U	2022	92.02939386	-1.78E-06	0	0	999	21.3077	284.0253	0.4867511	282.0865	28.9889	1.89953425	2482	42:19.6
ATLAS 5 CENTAUR DEB	43967	U	14055W	2022	91.8392664	-1.89E-06	0	0	999	21.1231	287.212	0.5011932	270.9794	34.2175	1.82848899	2388	08:32.6
ATLAS 5 CENTAUR DEB	43968	U	14055X	2022	91.55837411	-1.93E-06	0	0	999	21.0988	285.8783	0.5026078	273.1588	32.7188	1.83124019	2391	24:03.5
ATLAS 5 CENTAUR DEB	43970	U	14055Z	2022	92.31482334	-1.70E-06	0	0	999	21.2281	283.2389	0.477395	281.2409	30.2672	1.90352561	2491	33:20.7
ATLAS 5 CENTAUR DEB	43971	U	14055AA	2022	86.69211931	-1.89E-06	0	0	999	21.3881	298.7534	0.4630434	254.4798	51.0985	1.85582522	2414	36:39.1
ATLAS 5 CENTAUR DEB	43972	U	14055AB	2022	92.30978347	-1.71E-06	0	0	999	21.195	290.6927	0.4753752	265.1577	40.8788	1.853929	2422	26:05.3
ATLAS 5 CENTAUR DEB	43973	U	14055AC	2022	91.68720064	-8.20E-07	0	0	999	21.391	277.6101	0.5010611	296.5847	20.844	1.92487096	2525	29:34.1
ATLAS 5 CENTAUR DEB	43974	U	14055AD	2022	89.87193087	-2.05E-06	0	0	999	21.1128	282.8334	0.4894248	274.3906	33.2187	1.84502923	2411	55:34.8
ATLAS 5 CENTAUR DEB	43975	U	14055AE	2022	89.85483481	-3.46E-06	0	0	999	21.1561	267.948	0.5033687	307.7341	16.2119	1.93218865	2521	30:57.7
ATLAS 5 CENTAUR DEB	43976	U	14055AF	2022	90.62946434	-1.89E-06	0	0	999	21.1752	292.3365	0.4730876	259.6978	45.369	1.83494395	2396	06:25.7
ATLAS 5 CENTAUR DEB	43980	U	14055AK	2022	92.37334201	-1.69E-06	0	0	999	21.1637	290.9961	0.4735309	261.7695	43.6632	1.83778411	2393	57:36.7
ATLAS 5 CENTAUR DEB	43981	U	14055AL	2022	89.8078667	-1.78E-06	0	0	999	21.0072	287.9556	0.5079221	265.0259	37.5026	1.78793664	2325	23:19.7
ATLAS 5 CENTAUR DEB	43982	U	14055AM	2022	91.81400804	-1.54E-06	0	0	999	21.6832	315.4549	0.4629291	222.1238	90.9076	1.75468907	2283	32:10.3
ATLAS 5 CENTAUR DEB	43983	U	14055AN	2022	91.57410645	-1.83E-06	0	0	999	21.1546	276.7767	0.4895523	290.01	24.6685	1.90078137	2476	46:42.8
ATLAS 5 CENTAUR DEB	43984	U	14055AP	2022	90.98412726	-2.01E-06	0	0	999	21.1069	265.3731	0.5105279	309.7149	15.1037	1.91648234	2492	37:08.6
ATLAS 5 CENTAUR DEB	43985	U	14055AQ	2022	85.82440415	-1.55E-06	0	0	999	21.2226	304.2191	0.4643684	236.0659	70.7443	1.77054271	2298	47:08.5
ATLAS 5 CENTAUR DEB	43986	U	14055AR	2022	92.29886211	-1.73E-06	0	0	999	21.2845	295.1086	0.4754681	259.4782	45.281	1.84557079	2374	10:21.7
ATLAS 5 CENTAUR DEB	43987	U	14055AS	2022	92.16299788	-1.73E-06	0	0	999	21.3857	293.3959	0.4741082	260.1849	44.8604	1.83931526	2410	54:43.0
ATLAS 5 CENTAUR DEB	43988	U	14055AT	2022	89.55754415	-2.02E-06	0	0	999	21.2207	288.6002	0.4770506	270.536	36.9185	1.87313399	2451	22:51.8
ATLAS 5 CENTAUR DEB	43990	U	14055AV	2022	92.38817893	-1.69E-06	0	0	999	21.2224	286.5985	0.4742807	274.4897	34.6028	1.88645959	2412	18:58.7
ATLAS 5 CENTAUR DEB	43991	U	14055AW	2022	92.62154229	-1.65E-06	0	0	999	21.5411	306.9732	0.454716	240.2435	66.8677	1.82441067	2328	55:01.3
ATLAS 5 CENTAUR DEB	43993	U	14055AY	2022	88.00591786	-2.90E-06	0	0	999	21.176	261.5492	0.5145071	322.3378	10.6924	1.96016295	2485	08:31.3
ATLAS 5 CENTAUR DEB	43994	U	14055AZ	2022	92.62601261	-1.65E-06	0	0	999	21.5806	309.6424	0.4536248	234.9784	73.5173	1.80940668	2301	01:27.5
ATLAS 5 CENTAUR DEB	43995	U	14055BA	2022	86.73028217	-1.85E-06	0	0	999	21.3205	288.8449	0.4796941	273.6421	34.6727	1.88997256	2391	31:36.4
ATLAS 5 CENTAUR DEB	43996	U	14055BB	2022	90.08318601	-2.00E-06	0	0	999	21.3086	299.1192	0.4789935	251.597	51.7663	1.81736272	2305	59:47.3
ATLAS 5 CENTAUR DEB	43998	U	14055BD	2022	88.81484323	-2.23E-06	0	0	999	21.2525	288.4208	0.5082708	272.4712	32.6172	1.83574188	2304	33:22.5
ATLAS 5 CENTAUR DEB	43999	U	14055BE	2022	88.96973319	-2.03E-06	0	0	999	21.3118	295.5718	0.4703503	258.8834	46.3741	1.85334034	2415	16:24.9
ATLAS 5 CENTAUR DEB	44002	U	14055BH	2022	92.62565422	-1.68E-06	0	0	999	21.2008	293.2164	0.475514	260.2867	44.6219	1.83902279	2411	00:56.5
ATLAS 5 CENTAUR DEB	44003	U	14055BJ	2022	91.25514254	-1.77E-06	0	0	999	21.5666	308.9189	0.4534149	236.2617	71.9022	1.81346405	2356	07:24.3
ATLAS 5 CENTAUR DEB	44006	U	14055BM	2022	89.41327385	-2.07E-06	0	0	999	21.2527	285.3162	0.4880657	278.8387	30.7075	1.88603035	2420	55:06.9
ATLAS 5 CENTAUR DEB	44007	U	14055BN	2022	86.00130151	-1.66E-06	0	0	999	21.4399	309.6714	0.478278	232.1486	74.0055	1.76238705	2243	01:52.4
ATLAS 5 CENTAUR DEB	44009	U	14055BQ	2022	91.88102145	-1.81E-06	0	0	999	21.1884	274.8077	0.4987225	297.4481	20.624	1.91631638	2448	08:40.3
ATLAS 5 CENTAUR DEB	44010	U	14055BR	2022	92.22409063	-1.69E-06	0	0	999	21.2206	296.9933	0.4673821	252.3691	52.4606	1.82350926	2333	22:41.4
ATLAS 5 CENTAUR DEB	44012	U	14055BT	2022	88.05259856	-1.68E-06	0	0	999	21.6678	315.1543	0.4641681	222.1578	90.7321	1.75161337	2222	15:44.5
ATLAS 5 CENTAUR DEB	44014	U	14055BV	2022	89.27258283	-2.36E-06	0	0	999	21.1561	270.1494	0.5078506	305.4434	16.8428	1.92364192	2441	32:31.2
ATLAS 5 CENTAUR DEB	44015	U	14055BW	2022	92.40638708	-3.69E-06	0	0	999	21.1564	262.6265	0.505851	317.1551	12.7211	1.95144013	2456	45:11.8
ATLAS 5 CENTAUR DEB	44016	U	14055BX	2022	86.67337649	-1.91E-06	0	0	999	21.1957	295.4212	0.4660633	255.9721	49.3977	1.83855186	2303	09:39.7
ORBCOMM FM 16 DEB	44018	U	98046M	2022	92.88685762	0.00063115	0	0.022314	999	45.3437	342.642	0.0274865	299.3207	58.0434	14.14962124	16555	17:04.5
ORBCOMM FM 16 DEB	44019	U	98046N	2022	92.81142689	-6.31E-05	0	-0.0043935	999	45.3641	136.561	0.0237361	115.1154	247.4507	13.84623891	16295	28:27.3
ORBCOMM FM 16 DEB	44023	U	98046S	2022	91.98814608	6.33E-06	0	0.00029031	999	45.0068	332.355	0.0009263	6.6699	353.4269	14.31156807	16898	42:55.8
ORBCOMM FM 16 DEB	44024	U	98046T	2022	92.8443688	8.56E-06	0	0.0003554	999	44.9961	303.9369	0.0004129	195.8709	164.2008	14.33776192	17083	15:53.5
ORBCOMM FM 16 DEB	44026	U	98046V	2022	92.94861312	0.0005104	0	0.019631	999	45.2891	290.5128	0.0200059	9.9276	350.5436	14.19377592	16597	46:00.2
ORBCOMM FM 16 DEB	44027	U	98046W	2022	92.79650757	0.00080339	0	0.015066	999	45.2912	217.0724	0.021192	63.4476	298.7936	14.50496819	16728	06:58.3
SAUDIGEOSAT1/HELLASSAT4	44034	U	19007A	2022	92.73737226	1.43E-06	0	0	999	0.0745	122.5663	0.0003319	15.9872	356.905	1.00271751	1195	41:49.0
GSAT 31	44035	U	19007B	2022	92.81715993	1.16E-06	0	0	999	0.061	99.0595	0.0003294	225.7296	208.4037	1.00273087	1157	36:42.6
ARIANE 5 R/B	44036	U	19007C	2022	92.82832467	0.00029347	0	0.0058694	999	2.9499	89.025	0.6873802	171.1141	214.9178	2.81253171	2852	52:47.3
ARIANE 5 DEB (SYLDA)	44037	U	19007D	2022	92.4351572	5.13E-05	0	0.0017064	999	2.4969	148.1207	0.7254196	62.7967	351.8697	2.3119927	2637	26:37.6
ATLAS 5 CENTAUR DEB	44038	U	14055BY	2022	90.03998139	-1.58E-06	0	0	999	21.5183	313.1184	0.4538943	225.1404	87.3622	1.76622047	2208	57:34.4
ATLAS 5 CENTAUR DEB	44039	U	14055BZ	2022	86.58474988	-1.80E-06	0	0	999	21.2255	283.9559	0.4829259	279.8933	30.5996	1.89422016	2325	02:02.4
ATLAS 5 CENTAUR DEB	44040	U	14055CA	2022	84.79541428	-1.49E-06	0	0	999	21.2359	287.9696	0.4763497	272.1271	35.9924	1.88060957	2280	05:23.8
OBJECT A	44041	U	18092C	2022	93.09665338	0.00018855	0	0.00042452	999	51.6392	83.1906	0.0002909	161.3071	236.9975	15.43310526	17700	19:10.9
OBJECT B	44042	U	18092D	2022	93.12756361	0.00018715	0	0.00042495	999	51.6385	84.1071	0.0002664	165.6358	240.0014	15.43063784	18995	03:41.5
GGSE 3 DEB	44043	U	65016L	2022	93.19019198	6.07E-06	0	0.00043914	999	70.0798	10.4509	0.0020758	193.7615	166.293	14.01103495	16037	33:52.6
CHEFSAT-2	44044	U	18092E	2022	92.49725621	0.00129467	0	0.0016859	999	51.6336	73.3549	0.0005921	152.6364	207.4941	15.57791239	17632	56:02.9
MYSAT-1	44045	U	18092F	2022	93.16490107	0.00053456	0	0.0010039	999	51.6341	86.5364	0.0007551	167.3492	192.7687	15.48044923	17618	57:27.5
EGYPTSAT A	44047	U	19008A	2022	93.15221129	7.86E-06	0	0.00013227	999	98.0088	158.9682	0.000124	75.0302	285.1057	14.72259189	16722	39:11.1
NUSANTARA SATU	44048	U	19009A	2022	92.80118664	-2.44E-06	0	0	999	0.0201	154.5625	0.0001942	215.6799	255.2903	1.00271282	1135	13:42.5
USA 40 R/B DEB	44055	U	89061BU	2022	91.17758846	0.00011088	0	0.0050509	999	56.9985	23.2195	0.2731983	212.2554	127.7799	9.49333007	10672	15:43.6
ONEWEB-0012	44057	U	19010A	2022	93.16852845	4.20E-07	0	6.42E-05	999	86.8082	180.2076	0.0001226	99.5309	260.5963	13.23427992	14941	02:40.9
ONEWEB-0010	44058	U	19010B	2022	92.77903389	1.00E-07	0	-1.02E-05	999	86.793	179.9748	0.000189	106.3674	253.7667	13.23131886	14938	41:48.5
